scene_id,seed,band,comb_spacing,pfa,num_training_cells,num_guard_cells,range_resolution_m,max_unambiguous_range_m,range_m,density_per_km2,num_drones,prob_detection,false_alarms_per_frame,false_alarm_fraction,rmse_position_error_m,drone_id,x,y,z,vx,vy,vz,true_range_m,true_azimuth_deg,true_radial_velocity_mps,snr_db,sensing_snr_db,ber,throughput_mbps,detected,position_error_m,range_error_m,azimuth_error_deg
r100_d400_t0,1,3.5,0,5e-08,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_2,-70.67455502175989,-92.00116353331057,17.176922571709127,-6.251144723187854,-4.857483343741923,0.0,18.189815847713938,-151.39898751544936,7.1797475508488375,15.692366023522947,35.89490343330626,0.00015630954649390244,365.1205936920222,False,,,
r100_d400_t0,1,3.5,0,5e-08,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_3,-125.295161147555,-59.887672379275216,13.003564307368709,-0.9525900078060758,-8.559824911143098,0.0,73.43190791681286,160.81386495030182,-1.9118041259950456,-0.29151136514602843,-2.1298678122892905,0.31108041158536587,0.0,False,,,
r100_d400_t0,1,3.5,0,5e-08,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_4,-107.16070775580648,-86.92836465591884,15.687717599091664,-1.409179130533591,5.850928166134772,0.0,51.55912595380268,-176.72404723600053,1.065979095068966,21.19347897933368,22.00696954838264,0.0,365.1205936920222,False,,,
r100_d400_t0,1,3.5,0,5e-07,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_0,-146.75328080733266,-77.5551617751991,15.911339481728053,0.2193628620932205,1.2572127492620646,0.0,91.17366863029406,175.9379633016395,-0.12948219388829657,19.253458589105648,0.34227953101914016,0.00015601181402439025,365.1205936920222,False,,,
r100_d400_t0,1,3.5,0,5e-07,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_1,-107.93605704697376,-121.37549751659385,15.5926850053958,-4.280039900119251,3.643001159311972,0.0,64.23052204185332,-144.25952976498144,1.3409421704058588,18.676175069481413,3.8974640380986623,0.0001524390243902439,365.1205936920222,False,,,
r100_d400_t0,1,3.5,0,5e-07,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_2,-70.67455502175989,-92.00116353331057,17.176922571709127,-6.251144723187854,-4.857483343741923,0.0,18.189815847713938,-151.39898751544936,7.1797475508488375,15.692366023522947,35.89490343330626,0.00015630954649390244,365.1205936920222,False,,,
r100_d400_t0,1,3.5,0,5e-07,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_3,-125.295161147555,-59.887672379275216,13.003564307368709,-0.9525900078060758,-8.559824911143098,0.0,73.43190791681286,160.81386495030182,-1.9118041259950456,-0.29151136514602843,-2.1298678122892905,0.31108041158536587,0.0,False,,,
r100_d400_t0,1,3.5,0,5e-07,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,100,400,5,0.0,13.0,1.0,,mc_uas_4,-107.16070775580648,-86.92836465591884,15.687717599091664,-1.409179130533591,5.850928166134772,0.0,51.55912595380268,-176.72404723600053,1.065979095068966,21.19347897933368,22.00696954838264,0.0,365.1205936920222,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_0,-107.47701438170384,-116.09790058039013,14.05159165426036,1.1258611517098376,2.0794314448183853,0.0,60.79945416083622,-148.05487208269037,-2.0510275330434213,2.5196502107897896,-3.435244748175651,0.24438595655487805,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_1,-180.5557668886994,-176.14896820578315,17.676979826868184,1.6919154895884658,5.574579559844709,0.0,155.12739095944534,-143.50518757882548,-4.669901179003814,4.834462541164605,3.528976772481225,0.1726148651867378,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_2,-123.9972882705126,-137.81040925537087,16.826926528427002,5.195614264143227,-1.695678418706887,0.0,86.98159737667638,-141.6432784607102,-3.012620359803621,7.8988396663433225,4.326749560960406,0.10519692025533536,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_3,-116.5138489529389,-132.41342516173998,10.892779241219191,0.2644409486990866,8.63503871585589,0.0,77.50214645907592,-141.33883735606418,-5.600543470038755,21.20164007910146,-8.350958092709245,0.0001524390243902439,365.1205936920222,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_4,-166.13580278163852,-42.63495183262915,9.176256028784797,-7.391353498120794,5.413505427558301,0.0,117.65050283944815,159.41471487474482,8.822593519554795,-6.863837832470311,-3.6906194110052217,0.4120459579839939,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_5,-232.32918229620043,-16.49579553540383,17.43910766427087,-2.373738548936157,4.660702124122185,0.0,188.95538751907898,159.0516255366859,3.8801559250602167,-4.877592529514355,-0.34971842260739344,0.3862456531059451,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_6,-118.11080732004044,-65.90410153223819,13.884908036900939,-3.50951826534406,9.363487545594305,0.0,64.80977115958605,163.75659039866926,5.9777981894150045,-3.782681067851976,2.8970318101250303,0.36772341844512196,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_7,-227.7070830590605,-17.017053910971157,10.41250209907426,-5.377806401363756,-5.043489636990162,0.0,184.31008544677795,158.68923962887618,3.177143858188488,-23.713436353935727,-11.332354817248085,0.48810975609756097,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_8,-196.05017966869514,-47.93149191918501,17.51713920819536,5.469812601691013,4.188398804028601,0.0,144.81539104074884,165.55789141002396,-4.246640754773725,-10.57871903345557,3.172606325876148,0.44445979420731707,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_9,-109.44296396215498,-118.28527615127423,13.179476822201348,5.366964380952419,-0.09957928332167075,0.0,63.574677590155694,-147.3186017460191,-4.457944444434987,5.131932466586293,-10.697331129114534,0.1659888290777439,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_10,-126.71818163873387,-127.28083088347348,15.892536438715759,1.847731678121989,5.319674842659392,0.0,83.12047594867573,-148.53259929003676,-4.34198875227967,-2.014005381591608,-3.8370714743889196,0.3738555163871951,0.0,False,,,
r200_d400_t0,2,3.5,0,5e-09,"(8, 16)","(2, 4)",1.5233356605691057,4996.5409666666665,200,400,14,0.0,12.0,1.0,,mc_uas_11,-109.28266186071016,-69.65189669471137,11.67908996327307,-0.2531354439496285,0.4607772954178541,0.0,55.20624481457489,164.9287332923341,0.36407132142067694,-0.40741425629740363,-7.360646999212429,0.30340159346417683,0.0,False,,,
